0.000000000000000e+000	2.843656450711593e+000	7.109141126778982e-001
9.999999717180685e-010	2.843656450711593e+000	7.109141126778982e-001
1.999999943436137e-009	2.843656450711593e+000	7.109141126778982e-001
3.999999886872274e-009	2.843656450711593e+000	7.109141126778982e-001
7.999999773744548e-009	2.843656450711593e+000	7.109141126778982e-001
1.599999954748910e-008	2.843656450711593e+000	7.109141126778982e-001
3.199999909497819e-008	2.843656450711593e+000	7.109141126778982e-001
6.399999818995639e-008	2.843656450711593e+000	7.109141126778982e-001
1.279999963799128e-007	2.843656450711593e+000	7.109141126778982e-001
2.559999927598256e-007	2.843656450711593e+000	7.109141126778982e-001
5.119999855196511e-007	2.843656450711593e+000	7.109141126778982e-001
1.023999971039302e-006	2.843656450711593e+000	7.109141126778982e-001
2.047999942078604e-006	2.843656450711593e+000	7.109141126778982e-001
4.095999884157209e-006	2.843656450711593e+000	7.109141126778982e-001
8.191999768314418e-006	2.843656450711593e+000	7.109141126778982e-001
1.638399953662884e-005	2.843656450711593e+000	7.109141126778982e-001
3.276799907325767e-005	2.843656450711593e+000	7.109141126778982e-001
6.553599814651534e-005	2.843656450711593e+000	7.109141126778982e-001
1.310719962930307e-004	2.843656450711593e+000	7.109141126778982e-001
2.621439925860614e-004	2.843656450711593e+000	7.109141126778982e-001
5.242879851721227e-004	2.843656450711593e+000	7.109141126778982e-001
1.048575970344245e-003	2.843656450711593e+000	7.109141126778982e-001
2.025138470344245e-003	2.843656450711593e+000	7.109141126778982e-001
3.001700970344245e-003	2.843656450711593e+000	7.109141126778982e-001
3.978263470344245e-003	2.843656450711593e+000	7.109141126778982e-001
4.954825970344245e-003	2.843656450711593e+000	7.109141126778982e-001
5.931388470344245e-003	2.843656450711593e+000	7.109141126778982e-001
6.907950970344245e-003	2.843656450711593e+000	7.109141126778982e-001
7.884513470344245e-003	2.843656450711593e+000	7.109141126778982e-001
8.861075970344245e-003	2.843656450711593e+000	7.109141126778982e-001
9.837638470344245e-003	2.843656450711593e+000	7.109141126778982e-001
1.081420097034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.179076347034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.276732597034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.374388847034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.472045097034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.569701347034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.667357597034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.765013847034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.862670097034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.960326347034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.057982597034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.155638847034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.253295097034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.350951347034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.448607597034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.546263847034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.643920097034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.741576347034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.839232597034425e-002	2.843656450711593e+000	7.109141126778982e-001
2.936888847034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.034545097034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.132201347034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.229857597034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.327513847034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.425170097034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.522826347034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.620482597034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.718138847034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.815795097034425e-002	2.843656450711593e+000	7.109141126778982e-001
3.913451347034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.011107597034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.108763847034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.206420097034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.304076347034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.401732597034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.499388847034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.597045097034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.694701347034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.792357597034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.890013847034425e-002	2.843656450711593e+000	7.109141126778982e-001
4.987670097034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.085326347034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.182982597034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.280638847034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.378295097034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.475951347034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.573607597034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.671263847034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.768920097034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.866576347034425e-002	2.843656450711593e+000	7.109141126778982e-001
5.964232597034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.061888847034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.159545097034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.257201347034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.354857597034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.452513847034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.550170097034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.647826347034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.745482597034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.843138847034425e-002	2.843656450711593e+000	7.109141126778982e-001
6.940795097034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.038451347034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.136107597034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.233763847034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.331420097034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.429076347034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.526732597034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.624388847034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.722045097034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.819701347034425e-002	2.843656450711593e+000	7.109141126778982e-001
7.917357597034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.015013847034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.112670097034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.210326347034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.307982597034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.405638847034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.503295097034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.600951347034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.698607597034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.796263847034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.893920097034425e-002	2.843656450711593e+000	7.109141126778982e-001
8.991576347034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.089232597034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.186888847034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.284545097034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.382201347034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.479857597034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.577513847034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.675170097034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.772826347034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.870482597034425e-002	2.843656450711593e+000	7.109141126778982e-001
9.968138847034425e-002	2.843656450711593e+000	7.109141126778982e-001
1.006579509703443e-001	2.843656450711593e+000	7.109141126778982e-001
1.016345134703443e-001	2.843656450711593e+000	7.109141126778982e-001
1.026110759703443e-001	2.843656450711593e+000	7.109141126778982e-001
1.035876384703443e-001	2.843656450711593e+000	7.109141126778982e-001
1.045642009703443e-001	2.843656450711593e+000	7.109141126778982e-001
1.055407634703443e-001	2.843656450711593e+000	7.109141126778982e-001
